Hora;Temperatura;Humedad
10:22:38;17.3;0.87
10:22:40;17.4;0.87
10:22:42; No hay datos disponibles;
10:22:44;17.4;0.87
10:22:46;17.4;0.87
10:22:48; No hay datos disponibles;
10:22:50;17.4;0.87
10:22:52;17.4;0.87
10:22:54;17.4;0.87
10:22:56;17.4;0.87
10:22:58;17.4;0.87
10:23:00;17.4;0.87
10:23:02;17.4;0.87
10:23:04;17.4;0.87
10:23:06;17.4;0.87
10:23:08;17.5;0.87
10:23:10; No hay datos disponibles;
10:23:12; No hay datos disponibles;
10:23:14; No hay datos disponibles;
10:23:16;17.5;0.87
10:23:18;17.5;0.87
10:23:20;17.5;0.87
10:23:22; No hay datos disponibles;
10:23:24;17.5;0.87
10:23:26;17.5;0.87
10:23:28;17.5;0.87
10:23:30;17.5;0.87
10:23:32;17.5;0.87
10:23:34;17.5;0.87
10:23:36;17.5;0.87
10:23:38;17.5;0.87
10:23:40;17.5;0.87
10:23:42;17.5;0.87
10:23:44;17.5;0.87
10:23:46; No hay datos disponibles;
10:23:48; No hay datos disponibles;
10:23:50; No hay datos disponibles;
10:23:52; No hay datos disponibles;
10:23:54;17.6;0.87
10:23:56;17.6;0.87
10:23:58;17.6;0.87
10:24:00; No hay datos disponibles;
10:24:02;17.6;0.87
10:24:04;17.6;0.87
10:24:06; No hay datos disponibles;
10:24:08; No hay datos disponibles;
10:24:10; No hay datos disponibles;
10:24:12; No hay datos disponibles;
10:24:14; No hay datos disponibles;
10:24:16; No hay datos disponibles;
10:24:18; No hay datos disponibles;
10:24:20; No hay datos disponibles;
10:24:22;17.7;0.87
10:24:24;17.7;0.87
10:24:26;17.7;0.87
10:24:28;17.7;0.87
10:24:30;17.7;0.87
10:24:32;17.7;0.87
10:24:34; No hay datos disponibles;
10:24:36;17.7;0.87
10:24:38;17.7;0.87
10:24:40;17.7;0.87
10:24:42;17.7;0.87
10:24:44;17.7;0.87
10:24:46;17.7;0.87
10:24:48;17.7;0.87
10:24:50;17.7;0.87
10:24:52; No hay datos disponibles;
10:24:54; No hay datos disponibles;
10:24:56;17.7;0.87
10:24:58;17.7;0.87
10:25:00; No hay datos disponibles;
10:25:02; No hay datos disponibles;
10:25:04;17.7;0.87
10:25:06;17.7;0.87
10:25:08;17.7;0.87
10:25:10;17.7;0.87
10:25:12;17.7;0.87
10:25:14;17.7;0.87
10:25:16;17.7;0.87
10:25:18;17.7;0.87
10:25:20;17.7;0.87
10:25:22;17.7;0.87
10:25:24;17.7;0.87
10:25:26; No hay datos disponibles;
10:25:28; No hay datos disponibles;
10:25:30;17.7;0.87
10:25:32; No hay datos disponibles;
10:25:34; No hay datos disponibles;
10:25:36;17.7;0.87
10:25:38;17.7;0.87
10:25:40; No hay datos disponibles;
10:25:42;17.7;0.87
10:25:44;17.7;0.87
10:25:46; No hay datos disponibles;
10:25:48;17.7;0.87
10:25:50;17.6;0.87
10:25:52;17.6;0.87
10:25:54;17.6;0.87
10:25:56;17.6;0.87
10:25:58; No hay datos disponibles;
10:26:00;17.6;0.87
10:26:02;17.6;0.87
10:26:04;17.6;0.87
10:26:06;17.6;0.87
10:26:08;17.6;0.87
10:26:10;17.6;0.87
10:26:12;17.6;0.87
10:26:14;17.6;0.87
10:26:16;17.6;0.87
10:26:18;17.6;0.87
10:26:20;17.6;0.87
10:26:22;17.6;0.87
10:26:24;17.6;0.87
10:26:26;17.7;0.87
10:26:28;17.7;0.87
10:26:30;17.6;0.87
10:26:32;17.6;0.87
10:26:34;17.6;0.87
10:26:36;17.6;0.87
10:26:38;17.6;0.87
10:26:40; No hay datos disponibles;
10:26:42;17.6;0.87
10:26:44;17.6;0.87
10:26:46;17.6;0.87
10:26:48;17.6;0.87
10:26:50;17.6;0.87
10:26:52;17.6;0.87
10:26:54;17.6;0.87
10:26:56;17.6;0.87
10:26:58;17.6;0.87
10:27:00;17.6;0.87
10:27:02;17.5;0.87
10:27:04; No hay datos disponibles;
10:27:06;17.5;0.87
10:27:08; No hay datos disponibles;
10:27:10;17.5;0.87
10:27:12; No hay datos disponibles;
10:27:14;17.5;0.87
10:27:16;17.5;0.87
10:27:18;17.5;0.87
10:27:20;17.5;0.87
10:27:22;17.5;0.87
10:27:24;17.5;0.87
10:27:26;17.5;0.87
10:27:28;17.5;0.87
10:27:30;17.5;0.87
10:27:32;17.5;0.87
10:27:34;17.5;0.87
10:27:36;17.6;0.87
10:27:38;17.6;0.87
10:27:40;17.6;0.87
10:27:42;17.6;0.87
10:27:44;17.6;0.87
10:27:46;17.6;0.87
10:27:48;17.6;0.87
10:27:50;17.6;0.87
10:27:52;17.6;0.87
10:27:54;17.6;0.87
10:27:56;17.6;0.87
10:27:58;17.6;0.87
10:28:00;17.6;0.87
10:28:02;17.6;0.87
10:28:04;17.6;0.87
10:28:06;17.6;0.87
10:28:08;17.6;0.87
10:28:10;17.6;0.87
10:28:12;17.6;0.87
10:28:14;17.5;0.87
10:28:16;17.5;0.87
10:28:18;17.5;0.87
10:28:20;17.5;0.87
10:28:22;17.5;0.87
10:28:24;17.5;0.87
10:28:26;17.5;0.87
10:28:28;17.5;0.87
10:28:30;17.5;0.87
10:28:32;17.5;0.87
10:28:34;17.5;0.87
10:28:36;17.4;0.87
10:28:38;17.4;0.87
10:28:40;17.4;0.87
10:28:42;17.4;0.87
10:28:44;17.4;0.87
10:28:46;17.4;0.87
10:28:48;17.4;0.87
10:28:50;17.4;0.87
10:28:52; No hay datos disponibles;
10:28:54;17.4;0.87
10:28:56; No hay datos disponibles;
10:28:58;17.4;0.87
10:29:00;17.4;0.87
10:29:02;17.4;0.87
10:29:04;17.4;0.87
10:29:06;17.4;0.87
10:29:08;17.4;0.87
10:29:10;17.4;0.87
10:29:12;17.4;0.87
10:29:14;17.4;0.87
10:29:16; No hay datos disponibles;
10:29:18;17.4;0.87
10:29:20;17.4;0.87
10:29:22; No hay datos disponibles;
10:29:24;17.4;0.87
10:29:26;17.4;0.87
10:29:28;17.4;0.87
10:29:30;17.4;0.87
10:29:32;17.4;0.87
10:29:34; No hay datos disponibles;
10:29:36; No hay datos disponibles;
10:29:38;17.5;0.87
10:29:40;17.5;0.87
10:29:42;17.5;0.87
10:29:44;17.5;0.87
10:29:46;17.5;0.87
10:29:48;17.5;0.87
10:29:50;17.5;0.87
10:29:52;17.5;0.87
10:29:54;17.5;0.87
10:29:56;17.5;0.87
10:29:58;17.5;0.87
10:30:00;17.5;0.87
10:30:02;17.5;0.87
10:30:04;17.5;0.87
10:30:06;17.5;0.87
10:30:08;17.5;0.87
10:30:10;17.6;0.87
10:30:12;17.6;0.87
10:30:14; No hay datos disponibles;
10:30:16; No hay datos disponibles;
10:30:18;17.6;0.87
10:30:20;17.6;0.87
10:30:22;17.6;0.87
10:30:24;17.6;0.87
10:30:26;17.6;0.87
10:30:28; No hay datos disponibles;
10:30:30;17.6;0.87
10:30:32;17.6;0.87
10:30:34; No hay datos disponibles;
10:30:36; No hay datos disponibles;
10:30:38; No hay datos disponibles;
10:30:40; No hay datos disponibles;
10:30:42; No hay datos disponibles;
10:30:44;17.6;0.87
10:30:46; No hay datos disponibles;
10:30:48; No hay datos disponibles;
10:30:50; No hay datos disponibles;
10:30:52;17.6;0.87
10:30:54; No hay datos disponibles;
10:30:56; No hay datos disponibles;
10:30:58; No hay datos disponibles;
10:31:00; No hay datos disponibles;
10:31:02;17.6;0.87
10:31:04;17.6;0.87
10:31:06;17.6;0.87
10:31:08;17.6;0.87
10:31:10;17.6;0.87
10:31:12;17.6;0.87
10:31:14;17.6;0.87
10:31:16; No hay datos disponibles;
10:31:18;17.6;0.87
10:31:20; No hay datos disponibles;
10:31:22;17.6;0.87
10:31:24;17.7;0.87
10:31:26; No hay datos disponibles;
10:31:28;17.7;0.87
10:31:30; No hay datos disponibles;
10:31:32; No hay datos disponibles;
10:31:34;17.7;0.87
10:31:36;17.7;0.87
10:31:38;17.7;0.87
10:31:40;17.7;0.87
10:31:42;17.7;0.87
10:31:44;17.7;0.87
10:31:46;17.7;0.87
10:31:48;17.7;0.87
10:31:50; No hay datos disponibles;
10:31:52;17.8;0.87
10:31:54;17.8;0.87
10:31:56;17.8;0.87
10:31:58;17.8;0.87
10:32:00;17.8;0.87
10:32:02;17.8;0.87
10:32:04; No hay datos disponibles;
10:32:06;17.8;0.87
10:32:08; No hay datos disponibles;
10:32:10;17.8;0.87
10:32:12;17.8;0.87
10:32:14;17.8;0.87
10:32:16; No hay datos disponibles;
10:32:18;17.8;0.87
10:32:20;17.8;0.87
10:32:22;17.8;0.87
10:32:24;17.8;0.87
10:32:26;17.8;0.87
10:32:28;17.8;0.87
10:32:30;17.8;0.87
10:32:32; No hay datos disponibles;
10:32:34;17.8;0.87
10:32:36; No hay datos disponibles;
10:32:38;17.8;0.87
10:32:40;17.8;0.87
10:32:42;17.8;0.87
10:32:44;17.8;0.87
10:32:46;17.8;0.87
10:32:48;17.8;0.87
10:32:50;17.8;0.87
10:32:52; No hay datos disponibles;
10:32:54;17.8;0.87
10:32:56;17.8;0.87
10:32:58;17.8;0.87
10:33:00;17.8;0.87
10:33:02;17.8;0.87
10:33:04;17.8;0.87
10:33:06;17.8;0.87
10:33:08;17.8;0.87
10:33:10;17.8;0.87
10:33:12;17.8;0.87
10:33:14;17.9;0.87
10:33:16;17.9;0.87
10:33:18; No hay datos disponibles;
10:33:20;17.9;0.87
10:33:22;17.9;0.87
10:33:24;17.9;0.87
10:33:26;17.9;0.87
10:33:28;17.9;0.86
10:33:30;17.9;0.86
10:33:32; No hay datos disponibles;
10:33:34;17.9;0.86
10:33:36;17.9;0.86
10:33:38;17.9;0.86
10:33:40;18;0.86
10:33:42;18;0.86
10:33:44;18;0.86
10:33:46;18;0.86
10:33:48;18;0.86
10:33:50;18;0.86
10:33:52;18;0.86
10:33:54; No hay datos disponibles;
10:33:56; No hay datos disponibles;
10:33:58;18;0.86
10:34:00;18;0.86
10:34:02;18;0.86
10:34:04;18;0.86
10:34:06;18;0.86
10:34:08;18;0.86
10:34:10;18;0.86
10:34:12;18;0.86
10:34:14;18.1;0.86
10:34:16;18.1;0.86
10:34:18;18.1;0.86
10:34:20;18.1;0.86
10:34:22;18.1;0.86
10:34:24;18.1;0.86
10:34:26;18.1;0.86
10:34:28;18.1;0.86
10:34:30;18.1;0.86
10:34:32;18.1;0.86
10:34:34;18.1;0.86
10:34:36;18.1;0.86
10:34:38;18.1;0.86
10:34:40; No hay datos disponibles;
10:34:42; No hay datos disponibles;
10:34:44; No hay datos disponibles;
10:34:46;18.1;0.86
10:34:48; No hay datos disponibles;
10:34:50; No hay datos disponibles;
10:34:52; No hay datos disponibles;
10:34:54; No hay datos disponibles;
10:34:56; No hay datos disponibles;
10:34:58;18.1;0.86
10:35:00;18.1;0.86
10:35:02;18.1;0.86
10:35:04;18.1;0.86
10:35:07; No hay datos disponibles;
10:35:08; No hay datos disponibles;
10:35:10; No hay datos disponibles;
10:35:13; No hay datos disponibles;
10:35:14; No hay datos disponibles;
10:35:17; No hay datos disponibles;
10:35:18;18.1;0.86
10:35:20;18.1;0.86
10:35:22; No hay datos disponibles;
10:35:24; No hay datos disponibles;
10:35:26;18.1;0.86
10:35:29; No hay datos disponibles;
10:35:31; No hay datos disponibles;
10:35:33;18;0.86
10:35:35;18;0.86
10:35:37;18;0.86
10:35:39; No hay datos disponibles;
10:35:40; No hay datos disponibles;
10:35:42; No hay datos disponibles;
10:35:44;18;0.86
10:35:46; No hay datos disponibles;
10:35:49; No hay datos disponibles;
10:35:51;18;0.86
10:35:53;18;0.86
10:35:54; No hay datos disponibles;
10:35:56;18;0.86
10:35:59;18;0.86
10:36:01;18.1;0.86
10:36:03;18.1;0.86
10:36:05;18.1;0.86
10:36:07;18.1;0.86
10:36:09;18.1;0.86
10:36:11; No hay datos disponibles;
10:36:13; No hay datos disponibles;
10:36:15; No hay datos disponibles;
10:36:17;18.1;0.86
10:36:19;18.1;0.86
10:36:21; No hay datos disponibles;
10:36:23; No hay datos disponibles;
10:36:25; No hay datos disponibles;
10:36:27; No hay datos disponibles;
10:36:29; No hay datos disponibles;
10:36:31; No hay datos disponibles;
10:36:33; No hay datos disponibles;
10:36:35;18;0.86
10:36:37; No hay datos disponibles;
10:36:39;17.9;0.86
10:36:41; No hay datos disponibles;
10:36:43; No hay datos disponibles;
10:36:45;17.9;0.86
10:36:47;17.9;0.86
10:36:49;17.9;0.86
10:36:51; No hay datos disponibles;
10:36:53; No hay datos disponibles;
10:36:55;17.9;0.86
10:36:57; No hay datos disponibles;
10:36:59;17.8;0.86
10:37:01;17.8;0.86
10:37:03; No hay datos disponibles;
10:37:05; No hay datos disponibles;
10:37:07;17.8;0.86
10:37:09;17.8;0.86
10:37:11; No hay datos disponibles;
10:37:13; No hay datos disponibles;
10:37:15;17.9;0.86
10:37:17;17.9;0.86
10:37:19; No hay datos disponibles;
10:37:21;17.9;0.86
10:37:23;17.9;0.86
10:37:25;17.9;0.86
10:37:27;17.8;0.86
10:37:29;17.8;0.86
10:37:31;17.8;0.86
10:37:33;17.8;0.86
10:37:35;17.9;0.86
10:37:37;17.9;0.86
10:37:39; No hay datos disponibles;
10:37:41;17.9;0.86
10:37:43;17.9;0.86
10:37:45;17.9;0.86
10:37:47;17.9;0.86
10:37:49;17.9;0.86
10:37:51;17.9;0.86
10:37:53;17.9;0.86
10:37:55; No hay datos disponibles;
10:37:57;18;0.86
10:37:59;18;0.86
10:38:01;18;0.86
10:38:03; No hay datos disponibles;
10:38:05; No hay datos disponibles;
10:38:07; No hay datos disponibles;
10:38:09; No hay datos disponibles;
10:38:11; No hay datos disponibles;
10:38:13;18.1;0.86
10:38:15; No hay datos disponibles;
10:38:17; No hay datos disponibles;
10:38:19;18.1;0.86
10:38:21;18.1;0.86
10:38:23;18.1;0.86
10:38:25; No hay datos disponibles;
10:38:27; No hay datos disponibles;
10:38:29;18.1;0.86
10:38:31;18.1;0.86
10:38:33; No hay datos disponibles;
10:38:35; No hay datos disponibles;
10:38:37;18.1;0.86
10:38:39; No hay datos disponibles;
10:38:41; No hay datos disponibles;
10:38:43;18.1;0.86
10:38:45;18.1;0.86
10:38:47; No hay datos disponibles;
10:38:49; No hay datos disponibles;
10:38:51;18.1;0.85
10:38:53; No hay datos disponibles;
10:38:55; No hay datos disponibles;
10:38:57;18;0.85
10:38:59; No hay datos disponibles;
10:39:01; No hay datos disponibles;
10:39:03;18;0.85
10:39:05; No hay datos disponibles;
10:39:07;17.9;0.85
10:39:09;17.9;0.85
10:39:11;17.9;0.85
10:39:13;17.9;0.85
10:39:15;17.9;0.85
10:39:17;17.9;0.85
10:39:19;17.9;0.85
10:39:21;17.9;0.85
10:39:23;17.9;0.85
10:39:25;17.9;0.85
10:39:27;17.9;0.85
10:39:29; No hay datos disponibles;
10:39:31; No hay datos disponibles;
10:39:33; No hay datos disponibles;
10:39:35; No hay datos disponibles;
10:39:37;17.9;0.85
10:39:39;17.9;0.85
10:39:41; No hay datos disponibles;
10:39:43;17.9;0.85
10:39:45; No hay datos disponibles;
10:39:47;17.9;0.85
10:39:49;17.9;0.85
10:39:51;17.9;0.85
10:39:53; No hay datos disponibles;
10:39:55;17.9;0.85
10:39:57; No hay datos disponibles;
10:39:59;17.9;0.85
10:40:01; No hay datos disponibles;
10:40:03;17.9;0.85
10:40:05;17.9;0.85
10:40:07; No hay datos disponibles;
10:40:09;17.9;0.85
10:40:11; No hay datos disponibles;
10:40:13;18;0.85
10:40:15;18;0.85
10:40:17;18;0.85
10:40:19;18;0.85
10:40:21; No hay datos disponibles;
10:40:23; No hay datos disponibles;
10:40:25;18;0.85
10:40:27; No hay datos disponibles;
10:40:29; No hay datos disponibles;
10:40:31;17.9;0.85
10:40:33; No hay datos disponibles;
10:40:35;18;0.85
10:40:37; No hay datos disponibles;
10:40:39;18;0.85
10:40:41;18;0.85
10:40:43;18;0.85
10:40:45;18;0.85
10:40:47;18;0.85
10:40:49;18;0.85
10:40:51;18;0.85
10:40:53;18;0.85
10:40:55;18;0.85
10:40:57;18;0.85
10:40:59;18;0.85
10:41:01;18;0.85
10:41:03;18;0.85
10:41:05;18;0.85
10:41:07;18;0.85
10:41:09;18;0.85
10:41:11;18;0.85
10:41:13;18;0.85
10:41:15;18;0.85
10:41:17;18;0.85
10:41:19;18;0.85
10:41:21;18;0.85
10:41:23;18;0.85
10:41:25;18;0.85
10:41:27;18.1;0.85
10:41:29;18.1;0.85
10:41:31;18.1;0.85
10:41:33;18.1;0.85
10:41:35;18.1;0.85
10:41:37;18.1;0.85
10:41:39; No hay datos disponibles;
10:41:41;18.1;0.85
10:41:43;18.1;0.85
10:41:45;18.1;0.85
10:41:47;18.1;0.85
10:41:49;18.1;0.85
10:41:51;18.1;0.85
10:41:53;18.1;0.85
10:41:55;18.1;0.85
10:41:57;18.2;0.85
10:41:59;18.2;0.85
10:42:01;18.2;0.85
10:42:03;18.2;0.85
10:42:05;18.2;0.85
10:42:07;18.2;0.85
10:42:09;18.2;0.85
10:42:11;18.2;0.85
10:42:13;18.2;0.85
10:42:15;18.2;0.85
10:42:17;18.2;0.85
10:42:19;18.2;0.85
10:42:21;18.2;0.85
10:42:23;18.2;0.85
10:42:25;18.2;0.85
10:42:27; No hay datos disponibles;
10:42:29;18.2;0.85
10:42:31;18.2;0.85
10:42:33;18.2;0.85
10:42:35;18.2;0.85
10:42:37; No hay datos disponibles;
10:42:39;18.2;0.85
10:42:41;18.2;0.85
10:42:43;18.2;0.85
10:42:45;18.2;0.85
10:42:47;18.2;0.85
10:42:49;18.2;0.85
10:42:51;18.2;0.85
10:42:53;18.2;0.85
10:42:55;18.2;0.85
10:42:57;18.2;0.85
10:42:59;18.2;0.85
10:43:01;18.2;0.85
10:43:03;18.2;0.85
10:43:05; No hay datos disponibles;
10:43:07;18.3;0.85
10:43:09; No hay datos disponibles;
10:43:11; No hay datos disponibles;
10:43:13;18.3;0.85
10:43:15; No hay datos disponibles;
10:43:17;18.3;0.85
10:43:19;18.3;0.85
10:43:21;18.3;0.85
10:43:23;18.3;0.85
10:43:25; No hay datos disponibles;
10:43:27; No hay datos disponibles;
10:43:29; No hay datos disponibles;
10:43:31; No hay datos disponibles;
10:43:33;18.3;0.85
10:43:35;18.2;0.85
10:43:37;18.2;0.85
10:43:39; No hay datos disponibles;
10:43:41;18.2;0.85
10:43:43;18.2;0.85
10:43:45;18.2;0.85
10:43:47;18.2;0.85
10:43:49;18.2;0.85
10:43:51;18.2;0.85
10:43:53;18.1;0.85
10:43:55;18.1;0.85
10:43:57;18.1;0.85
10:43:59;18.1;0.85
10:44:01;18.1;0.85
10:44:03;18.1;0.85
10:44:05; No hay datos disponibles;
10:44:07;18;0.85
10:44:09;18;0.85
10:44:11;18;0.85
10:44:13;18;0.85
10:44:15;18;0.85
10:44:17;18;0.85
10:44:19;18;0.85
10:44:21; No hay datos disponibles;
10:44:23; No hay datos disponibles;
10:44:25; No hay datos disponibles;
10:44:27;18;0.85
10:44:29;18;0.85
10:44:31;18;0.85
10:44:33;18;0.85
10:44:35;18;0.85
10:44:37;18;0.85
10:44:39;18;0.85
10:44:41;18.1;0.85
10:44:43;18.1;0.85
10:44:45; No hay datos disponibles;
10:44:47; No hay datos disponibles;
10:44:49;18.1;0.85
10:44:51;18.1;0.85
10:44:53;18.1;0.85
10:44:55;18.1;0.85
10:44:57;18.1;0.85
10:44:59;18.1;0.85
10:45:01;18.1;0.85
10:45:03;18.1;0.85
10:45:05; No hay datos disponibles;
10:45:07;18.1;0.85
10:45:09; No hay datos disponibles;
10:45:11;18.1;0.85
10:45:13;18.1;0.85
10:45:15;18.1;0.85
10:45:17;18.1;0.85
10:45:19;18.1;0.85
10:45:21;18.1;0.85
10:45:23; No hay datos disponibles;
10:45:25;18.1;0.85
10:45:27;18.1;0.85
10:45:29;18.1;0.85
10:45:31;18.1;0.85
10:45:33;18.1;0.85
10:45:35;18.1;0.85
10:45:37;18.1;0.85
10:45:39;18.1;0.85
10:45:41;18.1;0.85
10:45:43;18.1;0.85
10:45:45;18.1;0.85
10:45:47;18.1;0.85
10:45:49;18.1;0.85
10:45:51;18.1;0.85
10:45:53;18.1;0.85
10:45:55;18.1;0.85
10:45:57;18.1;0.85
10:45:59;18.1;0.85
10:46:01;18.1;0.85
10:46:03;18.1;0.85
10:46:05; No hay datos disponibles;
10:46:07;18.1;0.85
10:46:09;18.1;0.85
10:46:11;18.1;0.85
10:46:13; No hay datos disponibles;
10:46:15;18.1;0.85
10:46:17;18.1;0.85
10:46:19;18.1;0.85
10:46:21;18.2;0.85
10:46:23;18.2;0.85
10:46:25;18.2;0.85
10:46:27;18.2;0.85
10:46:29;18.2;0.85
10:46:31;18.2;0.85
10:46:33;18.2;0.85
10:46:35; No hay datos disponibles;
10:46:37;18.2;0.85
10:46:39;18.2;0.85
10:46:41;18.2;0.85
10:46:43;18.2;0.85
10:46:45;18.2;0.85
10:46:47; No hay datos disponibles;
10:46:49;18.2;0.85
10:46:51;18.2;0.85
10:46:53;18.2;0.85
10:46:55;18.2;0.85
10:46:57;18.2;0.85
10:46:59; No hay datos disponibles;
10:47:01;18.2;0.85
10:47:03;18.2;0.85
10:47:05;18.3;0.85
10:47:07; No hay datos disponibles;
10:47:09;18.3;0.85
10:47:11; No hay datos disponibles;
10:47:13;18.3;0.85
10:47:15;18.3;0.85
10:47:17; No hay datos disponibles;
10:47:19;18.3;0.85
10:47:21; No hay datos disponibles;
10:47:23;18.3;0.85
10:47:25;18.3;0.85
10:47:27;18.4;0.85
10:47:29; No hay datos disponibles;
10:47:31; No hay datos disponibles;
10:47:33;18.4;0.85
10:47:35;18.4;0.85
10:47:37;18.4;0.85
10:47:39;18.4;0.85
10:47:41;18.4;0.85
10:47:43;18.4;0.85
10:47:45; No hay datos disponibles;
10:47:47;18.4;0.84
10:47:49;18.4;0.84
10:47:51;18.4;0.84
10:47:53;18.4;0.84
10:47:55; No hay datos disponibles;
10:47:57;18.4;0.84
10:47:59;18.4;0.84
10:48:01;18.4;0.84
10:48:03; No hay datos disponibles;
10:48:05;18.4;0.84
10:48:07;18.4;0.84
10:48:09;18.4;0.84
10:48:11; No hay datos disponibles;
10:48:13;18.4;0.84
10:48:15;18.4;0.84
10:48:17;18.4;0.84
10:48:19;18.4;0.84
10:48:21;18.4;0.84
10:48:23;18.4;0.84
10:48:25;18.4;0.84
10:48:27;18.4;0.84
10:48:29; No hay datos disponibles;
10:48:31;18.3;0.84
10:48:33;18.3;0.84
10:48:35;18.3;0.84
10:48:37;18.3;0.84
10:48:39; No hay datos disponibles;
10:48:41;18.3;0.84
10:48:43;18.3;0.84
10:48:45;18.3;0.84
10:48:47;18.3;0.84
10:48:49;18.3;0.84
10:48:51;18.4;0.84
10:48:53; No hay datos disponibles;
10:48:55;18.4;0.84
10:48:57;18.4;0.84
10:48:59; No hay datos disponibles;
10:49:01;18.4;0.84
10:49:03; No hay datos disponibles;
10:49:05; No hay datos disponibles;
10:49:07; No hay datos disponibles;
10:49:09;18.4;0.84
10:49:11; No hay datos disponibles;
10:49:13; No hay datos disponibles;
10:49:15; No hay datos disponibles;
10:49:17;18.4;0.84
10:49:19; No hay datos disponibles;
10:49:21; No hay datos disponibles;
10:49:23;18.5;0.84
10:49:25;18.5;0.84
10:49:27; No hay datos disponibles;
10:49:29; No hay datos disponibles;
10:49:31; No hay datos disponibles;
10:49:33; No hay datos disponibles;
10:49:35; No hay datos disponibles;
10:49:37; No hay datos disponibles;
10:49:39; No hay datos disponibles;
10:49:41; No hay datos disponibles;
10:49:43;18.4;0.84
10:49:45;18.3;0.84
10:49:47; No hay datos disponibles;
10:49:49;18.3;0.84
10:49:51; No hay datos disponibles;
10:49:53; No hay datos disponibles;
10:49:55; No hay datos disponibles;
10:49:57; No hay datos disponibles;
10:49:59; No hay datos disponibles;
10:50:01; No hay datos disponibles;
10:50:03; No hay datos disponibles;
10:50:05; No hay datos disponibles;
10:50:07; No hay datos disponibles;
10:50:09; No hay datos disponibles;
10:50:11; No hay datos disponibles;
10:50:13; No hay datos disponibles;
10:50:15; No hay datos disponibles;
10:50:17; No hay datos disponibles;
10:50:19;18.2;0.84
10:50:21;18.2;0.84
10:50:23; No hay datos disponibles;
10:50:25;18.2;0.84
10:50:27; No hay datos disponibles;
10:50:29; No hay datos disponibles;
10:50:31; No hay datos disponibles;
10:50:33; No hay datos disponibles;
10:50:35; No hay datos disponibles;
10:50:37; No hay datos disponibles;
10:50:39; No hay datos disponibles;
10:50:41; No hay datos disponibles;
10:50:43; No hay datos disponibles;
10:50:45;18.2;0.84
10:50:47; No hay datos disponibles;
10:50:49; No hay datos disponibles;
10:50:51; No hay datos disponibles;
10:50:53; No hay datos disponibles;
10:50:55; No hay datos disponibles;
10:50:57; No hay datos disponibles;
10:50:59; No hay datos disponibles;
10:51:01; No hay datos disponibles;
10:51:03; No hay datos disponibles;
10:51:05; No hay datos disponibles;
10:51:07; No hay datos disponibles;
10:51:09; No hay datos disponibles;
10:51:11; No hay datos disponibles;
10:51:13; No hay datos disponibles;
10:51:15; No hay datos disponibles;
10:51:17; No hay datos disponibles;
10:51:19;18.3;0.84
10:51:21; No hay datos disponibles;
10:51:23; No hay datos disponibles;
10:51:25;18.3;0.84
10:51:27; No hay datos disponibles;
10:51:29; No hay datos disponibles;
10:51:31;18.3;0.84
10:51:33; No hay datos disponibles;
10:51:35;18.3;0.84
10:51:37; No hay datos disponibles;
10:51:39; No hay datos disponibles;
10:51:41;18.3;0.84
10:51:43;18.3;0.84
10:51:45;18.3;0.84
10:51:47;18.3;0.84
10:51:49; No hay datos disponibles;
10:51:51;18.3;0.84
10:51:53;18.3;0.84
10:51:55;18.3;0.84
10:51:57;18.3;0.84
10:51:59;18.3;0.84
10:52:01;18.3;0.84
10:52:03;18.3;0.84
10:52:05;18.3;0.84
10:52:07;18.3;0.84
10:52:09;18.3;0.84
10:52:11;18.3;0.84
10:52:13; No hay datos disponibles;
10:52:15;18.3;0.84
10:52:17;18.3;0.84
10:52:19; No hay datos disponibles;
10:52:21; No hay datos disponibles;
10:52:23;18.3;0.84
10:52:25; No hay datos disponibles;
10:52:27;18.3;0.84
10:52:29;18.3;0.84
10:52:31;18.3;0.84
10:52:33; No hay datos disponibles;
10:52:35; No hay datos disponibles;
10:52:37;18.3;0.84
10:52:39;18.4;0.84
10:52:41;18.4;0.84
10:52:43;18.4;0.84
10:52:45;18.4;0.84
10:52:48;18.4;0.84
10:52:50;18.4;0.84
10:52:51;18.4;0.84
10:52:54;18.4;0.84
10:52:56;18.4;0.84
10:52:58;18.4;0.84
10:52:59;18.4;0.84
10:53:02;18.4;0.84
10:53:03;18.4;0.84
10:53:06;18.4;0.84
10:53:08; No hay datos disponibles;
10:53:10;18.4;0.84
10:53:12;18.4;0.84
10:53:14;18.4;0.84
10:53:16;18.4;0.84
10:53:18;18.4;0.84
10:53:20;18.4;0.84
10:53:22;18.4;0.84
10:53:24;18.4;0.84
10:53:26;18.4;0.84
10:53:28;18.4;0.84
10:53:30;18.4;0.84
10:53:32;18.4;0.84
10:53:34;18.4;0.84
10:53:36; No hay datos disponibles;
10:53:38;18.4;0.84
10:53:40;18.4;0.84
10:53:42;18.4;0.84
10:53:44;18.4;0.84
10:53:46; No hay datos disponibles;
10:53:48; No hay datos disponibles;
10:53:50; No hay datos disponibles;
10:53:52; No hay datos disponibles;
10:53:54;18.4;0.84
10:53:56; No hay datos disponibles;
10:53:58; No hay datos disponibles;
10:54:00; No hay datos disponibles;
10:54:02; No hay datos disponibles;
10:54:04; No hay datos disponibles;
10:54:06;18.4;0.84
10:54:08;18.4;0.84
10:54:10;18.4;0.84
10:54:12;18.4;0.84
10:54:14; No hay datos disponibles;
10:54:16;18.4;0.84
